Printing BetweenessCentrality
Printing HITS authority + hub
User justinwdavis = Auth(  0.00069 ) + Hub(  0.00116 ) 
User dfugere = Auth(  0.00060 ) + Hub(  0.00756 ) 
User LorenBaxter = Auth(  0.00009 ) + Hub(  0.00000 ) 
User chaostheory = Auth(  0.00069 ) + Hub(  0.00000 ) 
User gilmanb = Auth(  0.00007 ) + Hub(  0.00051 ) 
User richardun = Auth(  0.00007 ) + Hub(  0.00001 ) 
User t6d = Auth(  0.00007 ) + Hub(  0.00014 ) 
User sanitz = Auth(  0.00007 ) + Hub(  0.00374 ) 
User sanity = Auth(  0.00088 ) + Hub(  0.00000 ) 
User crispywalrus = Auth(  0.00007 ) + Hub(  0.00051 ) 
User evandowling = Auth(  0.00008 ) + Hub(  0.00008 ) 
User seanlin = Auth(  0.00007 ) + Hub(  0.00374 ) 
User briantrice = Auth(  0.00007 ) + Hub(  0.00009 ) 
User pitchfork = Auth(  0.00108 ) + Hub(  0.00636 ) 
User bennyfreshness = Auth(  0.00007 ) + Hub(  0.02612 ) 
User gunnarhafdal = Auth(  0.00007 ) + Hub(  0.00120 ) 
User rhessmann = Auth(  0.00007 ) + Hub(  0.00214 ) 
User ktat = Auth(  0.00096 ) + Hub(  0.00127 ) 
User mattdetails = Auth(  0.00007 ) + Hub(  0.00202 ) 
User skaes = Auth(  0.00079 ) + Hub(  0.00526 ) 
User kenrestivo = Auth(  0.00024 ) + Hub(  0.00000 ) 
User aero = Auth(  0.00096 ) + Hub(  0.00127 ) 
User xaicron = Auth(  0.00096 ) + Hub(  0.00127 ) 
User richievos = Auth(  0.00075 ) + Hub(  0.00000 ) 
User lian = Auth(  0.00047 ) + Hub(  0.01317 ) 
User arthurk = Auth(  0.00067 ) + Hub(  0.00620 ) 
User indirect = Auth(  0.01568 ) + Hub(  0.00023 ) 
User marksteve = Auth(  0.00007 ) + Hub(  0.00365 ) 
User placenamehere = Auth(  0.00007 ) + Hub(  0.00021 ) 
User shonorio = Auth(  0.00007 ) + Hub(  0.00127 ) 
User dknowles2 = Auth(  0.00007 ) + Hub(  0.00096 ) 
User enakashima = Auth(  0.00031 ) + Hub(  0.00008 ) 
User zenmatt = Auth(  0.00179 ) + Hub(  0.03546 ) 
User capsize = Auth(  0.00007 ) + Hub(  0.00760 ) 
User kstewart = Auth(  0.00007 ) + Hub(  0.03008 ) 
User nshb = Auth(  0.00007 ) + Hub(  0.00019 ) 
User jthurber = Auth(  0.00007 ) + Hub(  0.00078 ) 
User Dav-id = Auth(  0.00007 ) + Hub(  0.00201 ) 
User avdgaag = Auth(  0.00007 ) + Hub(  0.01084 ) 
User rrm = Auth(  0.00007 ) + Hub(  0.02058 ) 
User cakephp = Auth(  0.00047 ) + Hub(  0.00000 ) 
User chaoslawful = Auth(  0.00015 ) + Hub(  0.00018 ) 
User ziguzagu = Auth(  0.00180 ) + Hub(  0.00337 ) 
User leandrosilva = Auth(  0.00102 ) + Hub(  0.02757 ) 
User alastair = Auth(  0.00007 ) + Hub(  0.00051 ) 
User derat = Auth(  0.00015 ) + Hub(  0.00000 ) 
User coordt = Auth(  0.00067 ) + Hub(  0.00000 ) 
User Gimpneek = Auth(  0.00007 ) + Hub(  0.00012 ) 
User Debadatta = Auth(  0.00007 ) + Hub(  0.01317 ) 
User eogas = Auth(  0.00007 ) + Hub(  0.00001 ) 
User mrexroad = Auth(  0.00007 ) + Hub(  0.00001 ) 
User andybeeching = Auth(  0.00007 ) + Hub(  0.00084 ) 
User tylerkovacs = Auth(  0.00120 ) + Hub(  0.00000 ) 
User simonhn = Auth(  0.00007 ) + Hub(  0.00549 ) 
User rrt = Auth(  0.00007 ) + Hub(  0.00760 ) 
User quirkey = Auth(  0.00249 ) + Hub(  0.02055 ) 
User codepo8 = Auth(  0.00040 ) + Hub(  0.00000 ) 
User Gig23 = Auth(  0.00007 ) + Hub(  0.01317 ) 
User jonocole = Auth(  0.00009 ) + Hub(  0.00010 ) 
User adammonago = Auth(  0.00007 ) + Hub(  0.00134 ) 
User mrwalker = Auth(  0.00007 ) + Hub(  0.00035 ) 
User hartshorne = Auth(  0.00014 ) + Hub(  0.00000 ) 
User sah = Auth(  0.00061 ) + Hub(  0.01970 ) 
User angelbit = Auth(  0.00007 ) + Hub(  0.00007 ) 
User BrettBukowski = Auth(  0.00007 ) + Hub(  0.00366 ) 
User saurabhbhatia = Auth(  0.00007 ) + Hub(  0.00450 ) 
User sam = Auth(  0.00253 ) + Hub(  0.00000 ) 
User drewyeaton = Auth(  0.00007 ) + Hub(  0.00001 ) 
User jejacks0n = Auth(  0.00007 ) + Hub(  0.00095 ) 
User Bluebie = Auth(  0.00007 ) + Hub(  0.00365 ) 
User toto = Auth(  0.00007 ) + Hub(  0.00008 ) 
User mabonyi = Auth(  0.00007 ) + Hub(  0.00095 ) 
User marciotrindade = Auth(  0.00007 ) + Hub(  0.01317 ) 
User julienXX = Auth(  0.00007 ) + Hub(  0.01682 ) 
User korshak = Auth(  0.00007 ) + Hub(  0.00005 ) 
User johnclarkemills = Auth(  0.00098 ) + Hub(  0.00000 ) 
User gmarik = Auth(  0.00007 ) + Hub(  0.01298 ) 
User topia = Auth(  0.00096 ) + Hub(  0.00369 ) 
User patrickdet = Auth(  0.00007 ) + Hub(  0.02232 ) 
User fedesilva = Auth(  0.00007 ) + Hub(  0.00945 ) 
User Galilyou = Auth(  0.00007 ) + Hub(  0.00168 ) 
User cistov = Auth(  0.00007 ) + Hub(  0.00374 ) 
User junaid = Auth(  0.00007 ) + Hub(  0.00042 ) 
User svendahlstrand = Auth(  0.00007 ) + Hub(  0.00760 ) 
User josh = Auth(  0.00985 ) + Hub(  0.03314 ) 
User bartTC = Auth(  0.00067 ) + Hub(  0.00000 ) 
User marcopaga = Auth(  0.00007 ) + Hub(  0.00365 ) 
User justinbaker = Auth(  0.00007 ) + Hub(  0.00760 ) 
User pilu = Auth(  0.00075 ) + Hub(  0.00000 ) 
User frodwith = Auth(  0.00096 ) + Hub(  0.00127 ) 
User pilt = Auth(  0.00007 ) + Hub(  0.00365 ) 
User brentsnook = Auth(  0.00007 ) + Hub(  0.00001 ) 
User tosh = Auth(  0.00022 ) + Hub(  0.04493 ) 
User sao = Auth(  0.00007 ) + Hub(  0.00760 ) 
User effkay = Auth(  0.00007 ) + Hub(  0.00076 ) 
User jnunemaker = Auth(  0.00778 ) + Hub(  0.01866 ) 
User radamant = Auth(  0.00007 ) + Hub(  0.01317 ) 
User pk11 = Auth(  0.00007 ) + Hub(  0.00046 ) 
User mfchang = Auth(  0.00007 ) + Hub(  0.00715 ) 
User PabloC = Auth(  0.00007 ) + Hub(  0.01473 ) 
User chongyc = Auth(  0.00007 ) + Hub(  0.01334 ) 
User die2mrw007 = Auth(  0.00007 ) + Hub(  0.00002 ) 
User technomancy = Auth(  0.00503 ) + Hub(  0.00000 ) 
User sax = Auth(  0.00067 ) + Hub(  0.00007 ) 
User macasek = Auth(  0.00007 ) + Hub(  0.00760 ) 
User jwbuurlage = Auth(  0.00007 ) + Hub(  0.00054 ) 
User bigloser = Auth(  0.00010 ) + Hub(  0.00000 ) 
User GannettDigitalLab = Auth(  0.00010 ) + Hub(  0.00008 ) 
User evanwalsh = Auth(  0.00007 ) + Hub(  0.03250 ) 
User elasticsearch = Auth(  0.00008 ) + Hub(  0.00000 ) 
User gmp26 = Auth(  0.00007 ) + Hub(  0.00120 ) 
User djcp = Auth(  0.00007 ) + Hub(  0.00120 ) 
User geoffgarside = Auth(  0.00007 ) + Hub(  0.01804 ) 
User Sirupsen = Auth(  0.00007 ) + Hub(  0.00715 ) 
User lamielle = Auth(  0.00007 ) + Hub(  0.00168 ) 
User ortelius = Auth(  0.00007 ) + Hub(  0.00151 ) 
User zolotoy = Auth(  0.00007 ) + Hub(  0.00020 ) 
User seanohalpin = Auth(  0.00102 ) + Hub(  0.00000 ) 
User stevenhaddox = Auth(  0.00007 ) + Hub(  0.00729 ) 
User firman = Auth(  0.00007 ) + Hub(  0.03665 ) 
User arjunbanker = Auth(  0.00007 ) + Hub(  0.00092 ) 
User skaar = Auth(  0.00037 ) + Hub(  0.00000 ) 
User benjamin-agaric = Auth(  0.00007 ) + Hub(  0.00005 ) 
User limx = Auth(  0.00007 ) + Hub(  0.00374 ) 
User tstevens = Auth(  0.00007 ) + Hub(  0.00168 ) 
User ukituki = Auth(  0.00007 ) + Hub(  0.00387 ) 
User techcrunch = Auth(  0.00272 ) + Hub(  0.00008 ) 
User voxeo = Auth(  0.00116 ) + Hub(  0.00374 ) 
User zequix = Auth(  0.00007 ) + Hub(  0.00164 ) 
User kengimel = Auth(  0.00007 ) + Hub(  0.00046 ) 
User dcneiner = Auth(  0.00011 ) + Hub(  0.00091 ) 
User TheLuda = Auth(  0.00007 ) + Hub(  0.00369 ) 
User Lewisham = Auth(  0.00007 ) + Hub(  0.00226 ) 
User MarcelHarkema = Auth(  0.00007 ) + Hub(  0.00238 ) 
User nicoleslaw = Auth(  0.00007 ) + Hub(  0.00007 ) 
User pbalduino = Auth(  0.00007 ) + Hub(  0.00374 ) 
User radicaldesigns = Auth(  0.00007 ) + Hub(  0.00000 ) 
User antono = Auth(  0.00007 ) + Hub(  0.00001 ) 
User Ovid = Auth(  0.00192 ) + Hub(  0.00127 ) 
User marklise = Auth(  0.00007 ) + Hub(  0.00020 ) 
User dmshann0n = Auth(  0.00007 ) + Hub(  0.00395 ) 
User peterwmwong = Auth(  0.00007 ) + Hub(  0.00760 ) 
User tobiasg = Auth(  0.00007 ) + Hub(  0.00374 ) 
User guillaum1 = Auth(  0.00007 ) + Hub(  0.00715 ) 
User breily = Auth(  0.00007 ) + Hub(  0.01484 ) 
User vergun = Auth(  0.00007 ) + Hub(  0.01002 ) 
User omnivector = Auth(  0.00164 ) + Hub(  0.00102 ) 
User njpearman = Auth(  0.00007 ) + Hub(  0.00760 ) 
User jvalkeal = Auth(  0.00007 ) + Hub(  0.00007 ) 
User malkomalko = Auth(  0.00007 ) + Hub(  0.00001 ) 
User richid = Auth(  0.00029 ) + Hub(  0.00002 ) 
User piyush = Auth(  0.00007 ) + Hub(  0.00238 ) 
User jharris = Auth(  0.00007 ) + Hub(  0.00000 ) 
User amnesiac = Auth(  0.00265 ) + Hub(  0.00180 ) 
User billeisenhauer = Auth(  0.00061 ) + Hub(  0.00000 ) 
User evanfarrar = Auth(  0.00010 ) + Hub(  0.01562 ) 
User zellunit = Auth(  0.00152 ) + Hub(  0.00000 ) 
User invertedplate = Auth(  0.00007 ) + Hub(  0.00365 ) 
User jimmy-howcast = Auth(  0.00007 ) + Hub(  0.00001 ) 
User mrseth01 = Auth(  0.00017 ) + Hub(  0.00009 ) 
User ethanlance = Auth(  0.00007 ) + Hub(  0.00007 ) 
User aymerick = Auth(  0.00007 ) + Hub(  0.01688 ) 
User brysonian = Auth(  0.00008 ) + Hub(  0.00022 ) 
User elbowdonkey = Auth(  0.00046 ) + Hub(  0.00000 ) 
User jameshome = Auth(  0.00009 ) + Hub(  0.00226 ) 
User gusnasis = Auth(  0.00007 ) + Hub(  0.00830 ) 
User Cyb0org = Auth(  0.00007 ) + Hub(  0.00308 ) 
User conradchu = Auth(  0.00031 ) + Hub(  0.00000 ) 
User dsander = Auth(  0.00007 ) + Hub(  0.00214 ) 
User kevinwallace = Auth(  0.00007 ) + Hub(  0.00001 ) 
User asprenger = Auth(  0.00007 ) + Hub(  0.00173 ) 
User highwind = Auth(  0.00007 ) + Hub(  0.00001 ) 
User woremacx = Auth(  0.00096 ) + Hub(  0.00127 ) 
User rafaelsachetto = Auth(  0.00007 ) + Hub(  0.00374 ) 
User defmacro = Auth(  0.00037 ) + Hub(  0.00005 ) 
User ebidel = Auth(  0.00007 ) + Hub(  0.00002 ) 
User byrongibson = Auth(  0.00007 ) + Hub(  0.02382 ) 
User harthur = Auth(  0.00010 ) + Hub(  0.00025 ) 
User lifo = Auth(  0.00189 ) + Hub(  0.01087 ) 
User we4tech = Auth(  0.00007 ) + Hub(  0.00214 ) 
User josespinal = Auth(  0.00007 ) + Hub(  0.03071 ) 
User maxclark = Auth(  0.00007 ) + Hub(  0.00739 ) 
User lancearthur = Auth(  0.00009 ) + Hub(  0.00000 ) 
User opichals = Auth(  0.00007 ) + Hub(  0.00532 ) 
User thepian = Auth(  0.00007 ) + Hub(  0.00276 ) 
User fabioespindula = Auth(  0.00007 ) + Hub(  0.01317 ) 
User camptocamp = Auth(  0.00007 ) + Hub(  0.00000 ) 
User mhanco = Auth(  0.00007 ) + Hub(  0.00113 ) 
User gcampbell = Auth(  0.00364 ) + Hub(  0.01019 ) 
User gigamo = Auth(  0.00007 ) + Hub(  0.04651 ) 
User simonox = Auth(  0.00007 ) + Hub(  0.00365 ) 
User kanzure = Auth(  0.00012 ) + Hub(  0.01376 ) 
User hitode909 = Auth(  0.00007 ) + Hub(  0.00127 ) 
User dmathieu = Auth(  0.00007 ) + Hub(  0.04339 ) 
User paulodelgado = Auth(  0.00007 ) + Hub(  0.00760 ) 
User eraldcoil = Auth(  0.00007 ) + Hub(  0.00226 ) 
User hpoydar = Auth(  0.00007 ) + Hub(  0.02290 ) 
User nicksergeant = Auth(  0.00007 ) + Hub(  0.02539 ) 
User drewolson = Auth(  0.00063 ) + Hub(  0.00003 ) 
User vgoklani = Auth(  0.00007 ) + Hub(  0.00018 ) 
User roblight = Auth(  0.00007 ) + Hub(  0.00022 ) 
User ryan-allen = Auth(  0.00007 ) + Hub(  0.00520 ) 
User norbu09 = Auth(  0.00031 ) + Hub(  0.00017 ) 
User benslavin = Auth(  0.00086 ) + Hub(  0.00000 ) 
User corra = Auth(  0.00070 ) + Hub(  0.00015 ) 
User simonpk = Auth(  0.00008 ) + Hub(  0.00000 ) 
User goryugo = Auth(  0.00007 ) + Hub(  0.00127 ) 
User jeans = Auth(  0.00007 ) + Hub(  0.00487 ) 
User alexism = Auth(  0.00018 ) + Hub(  0.00001 ) 
User driverdan = Auth(  0.00007 ) + Hub(  0.00365 ) 
User gunnarr = Auth(  0.00007 ) + Hub(  0.00168 ) 
User korenyushkin = Auth(  0.00007 ) + Hub(  0.00365 ) 
User noise = Auth(  0.00007 ) + Hub(  0.02581 ) 
User knowncitizen = Auth(  0.00007 ) + Hub(  0.00083 ) 
User sixapart = Auth(  0.00986 ) + Hub(  0.00892 ) 
User poowanai = Auth(  0.00007 ) + Hub(  0.00009 ) 
User dinomite = Auth(  0.00034 ) + Hub(  0.00008 ) 
User shanna = Auth(  0.00007 ) + Hub(  0.00549 ) 
User houhoulis = Auth(  0.00007 ) + Hub(  0.00036 ) 
User sh1mmer = Auth(  0.00011 ) + Hub(  0.00350 ) 
User paulgribble = Auth(  0.00012 ) + Hub(  0.00000 ) 
User robincurry = Auth(  0.00007 ) + Hub(  0.00760 ) 
User jots = Auth(  0.00007 ) + Hub(  0.01317 ) 
User nfrench = Auth(  0.00007 ) + Hub(  0.00001 ) 
User molily = Auth(  0.00007 ) + Hub(  0.00044 ) 
User henriquez = Auth(  0.00007 ) + Hub(  0.00238 ) 
User abhishekpshukla = Auth(  0.00007 ) + Hub(  0.00047 ) 
User abrahamvegh = Auth(  0.00007 ) + Hub(  0.00011 ) 
User benbinary = Auth(  0.00007 ) + Hub(  0.00760 ) 
User jozecuervo = Auth(  0.00007 ) + Hub(  0.00045 ) 
User justintv = Auth(  0.00007 ) + Hub(  0.00000 ) 
User brunoV = Auth(  0.00096 ) + Hub(  0.00127 ) 
User alexmchale = Auth(  0.00007 ) + Hub(  0.01317 ) 
User mashiro = Auth(  0.00007 ) + Hub(  0.00127 ) 
User matthewpennell = Auth(  0.00057 ) + Hub(  0.00000 ) 
User jwelshiv = Auth(  0.00007 ) + Hub(  0.01691 ) 
User badnima = Auth(  0.00332 ) + Hub(  0.01372 ) 
User pauldowman = Auth(  0.00007 ) + Hub(  0.01920 ) 
User gooddog = Auth(  0.00007 ) + Hub(  0.03280 ) 
User chiragrules = Auth(  0.00007 ) + Hub(  0.01813 ) 
User xilvar = Auth(  0.00061 ) + Hub(  0.00000 ) 
User kenjones = Auth(  0.00007 ) + Hub(  0.00985 ) 
User s-aska = Auth(  0.00007 ) + Hub(  0.00127 ) 
User DAddYE = Auth(  0.00009 ) + Hub(  0.00000 ) 
User LiorCohen = Auth(  0.00007 ) + Hub(  0.00120 ) 
User kkszysiu = Auth(  0.00007 ) + Hub(  0.00001 ) 
User vxzhong = Auth(  0.00007 ) + Hub(  0.00715 ) 
User collin = Auth(  0.00259 ) + Hub(  0.02245 ) 
User mwhooker = Auth(  0.00058 ) + Hub(  0.02436 ) 
User kcunning = Auth(  0.00012 ) + Hub(  0.00154 ) 
User bcouto = Auth(  0.00007 ) + Hub(  0.00168 ) 
User tonytopper = Auth(  0.00007 ) + Hub(  0.00001 ) 
User jngo = Auth(  0.00007 ) + Hub(  0.01317 ) 
User gpbmike = Auth(  0.00127 ) + Hub(  0.00000 ) 
User Gentle = Auth(  0.00007 ) + Hub(  0.00001 ) 
User jlapenna = Auth(  0.00007 ) + Hub(  0.00097 ) 
User bomma = Auth(  0.00007 ) + Hub(  0.00012 ) 
User afeinberg = Auth(  0.00007 ) + Hub(  0.00222 ) 
User keensys = Auth(  0.00051 ) + Hub(  0.00046 ) 
User meancode = Auth(  0.00007 ) + Hub(  0.00058 ) 
User rayboyd = Auth(  0.00007 ) + Hub(  0.00600 ) 
User zantare = Auth(  0.00007 ) + Hub(  0.00760 ) 
User abock = Auth(  0.00088 ) + Hub(  0.00000 ) 
User swanandp = Auth(  0.00007 ) + Hub(  0.01223 ) 
User dtamborelli = Auth(  0.00007 ) + Hub(  0.00565 ) 
User websymphony = Auth(  0.00007 ) + Hub(  0.00948 ) 
User visnup = Auth(  0.00015 ) + Hub(  0.01331 ) 
User onurozer = Auth(  0.00007 ) + Hub(  0.00001 ) 
User thsutton = Auth(  0.00007 ) + Hub(  0.00083 ) 
User fayland = Auth(  0.00096 ) + Hub(  0.00592 ) 
User MikeBu = Auth(  0.00007 ) + Hub(  0.00549 ) 
User ocean = Auth(  0.00007 ) + Hub(  0.00243 ) 
User pletisan = Auth(  0.00007 ) + Hub(  0.00739 ) 
User tsalzer = Auth(  0.00007 ) + Hub(  0.00760 ) 
User tlray = Auth(  0.00007 ) + Hub(  0.00760 ) 
User christhomson = Auth(  0.00047 ) + Hub(  0.04870 ) 
User szaboat = Auth(  0.00007 ) + Hub(  0.00001 ) 
User tthorley = Auth(  0.00007 ) + Hub(  0.00763 ) 
User sekimura = Auth(  0.01305 ) + Hub(  0.02849 ) 
User Quasimo = Auth(  0.00007 ) + Hub(  0.00006 ) 
User sjs = Auth(  0.00007 ) + Hub(  0.00600 ) 
User jfrye = Auth(  0.00007 ) + Hub(  0.00179 ) 
User fiveruns = Auth(  0.00155 ) + Hub(  0.00000 ) 
User binaryb = Auth(  0.00019 ) + Hub(  0.00001 ) 
User joeyrobert = Auth(  0.00007 ) + Hub(  0.01018 ) 
User luisbebop = Auth(  0.00007 ) + Hub(  0.02980 ) 
User knewter = Auth(  0.00175 ) + Hub(  0.00000 ) 
User mikesten = Auth(  0.00035 ) + Hub(  0.00051 ) 
User lastk = Auth(  0.00007 ) + Hub(  0.01317 ) 
User agnoster = Auth(  0.00007 ) + Hub(  0.00001 ) 
User marclipovsky = Auth(  0.00007 ) + Hub(  0.00536 ) 
User joshuamiller = Auth(  0.00102 ) + Hub(  0.00000 ) 
User cpojer = Auth(  0.00060 ) + Hub(  0.00460 ) 
User alfredwesterveld = Auth(  0.00007 ) + Hub(  0.04655 ) 
User ozipi = Auth(  0.00007 ) + Hub(  0.00015 ) 
User rathgar = Auth(  0.00007 ) + Hub(  0.00536 ) 
User stoyan = Auth(  0.00011 ) + Hub(  0.00000 ) 
User EnotionZ = Auth(  0.00007 ) + Hub(  0.00030 ) 
User jonallen = Auth(  0.00096 ) + Hub(  0.00000 ) 
User monmon = Auth(  0.00007 ) + Hub(  0.00127 ) 
User nutheory = Auth(  0.00007 ) + Hub(  0.00760 ) 
User rdub = Auth(  0.00008 ) + Hub(  0.00001 ) 
User cyclades = Auth(  0.00007 ) + Hub(  0.01317 ) 
User fabiant7t = Auth(  0.00007 ) + Hub(  0.00682 ) 
User djchall = Auth(  0.00301 ) + Hub(  0.00000 ) 
User tylerstalder = Auth(  0.00007 ) + Hub(  0.00365 ) 
User leehambley = Auth(  0.00007 ) + Hub(  0.00000 ) 
User mvmocanu = Auth(  0.00007 ) + Hub(  0.00133 ) 
User tomrittervg = Auth(  0.00031 ) + Hub(  0.00017 ) 
User fyrebase = Auth(  0.00007 ) + Hub(  0.00001 ) 
User tofumatt = Auth(  0.00007 ) + Hub(  0.00226 ) 
User felixchan = Auth(  0.00017 ) + Hub(  0.00000 ) 
User gbenvenuti = Auth(  0.00007 ) + Hub(  0.00001 ) 
User svenstaro = Auth(  0.00007 ) + Hub(  0.00000 ) 
User SEOVictory = Auth(  0.00021 ) + Hub(  0.00022 ) 
User greenisus = Auth(  0.00266 ) + Hub(  0.00047 ) 
User gneale = Auth(  0.00007 ) + Hub(  0.00133 ) 
User tsuka = Auth(  0.00007 ) + Hub(  0.00315 ) 
User ondrej = Auth(  0.00037 ) + Hub(  0.00002 ) 
User weaverryan = Auth(  0.00141 ) + Hub(  0.00003 ) 
User famoseagle = Auth(  0.00113 ) + Hub(  0.00003 ) 
User colingourlay = Auth(  0.00007 ) + Hub(  0.00133 ) 
User markbao = Auth(  0.00007 ) + Hub(  0.00059 ) 
User babble = Auth(  0.00007 ) + Hub(  0.00000 ) 
User nikgraf = Auth(  0.00007 ) + Hub(  0.00011 ) 
User xevz = Auth(  0.00007 ) + Hub(  0.00760 ) 
User kroody = Auth(  0.00007 ) + Hub(  0.00127 ) 
User martinemde = Auth(  0.00270 ) + Hub(  0.00003 ) 
User sdb = Auth(  0.00007 ) + Hub(  0.00089 ) 
User oyiptong = Auth(  0.00007 ) + Hub(  0.00715 ) 
User lucapette = Auth(  0.00007 ) + Hub(  0.00760 ) 
User eduardomartines = Auth(  0.00007 ) + Hub(  0.00760 ) 
User sdm = Auth(  0.00007 ) + Hub(  0.00120 ) 
User optimor = Auth(  0.00007 ) + Hub(  0.00000 ) 
User altuzar = Auth(  0.00007 ) + Hub(  0.00021 ) 
User sashka = Auth(  0.00007 ) + Hub(  0.00623 ) 
User foomor = Auth(  0.00007 ) + Hub(  0.00769 ) 
User nonowarn = Auth(  0.00007 ) + Hub(  0.00365 ) 
User soulware = Auth(  0.00008 ) + Hub(  0.00000 ) 
User sandeepbansal = Auth(  0.00007 ) + Hub(  0.00191 ) 
User german = Auth(  0.00007 ) + Hub(  0.02625 ) 
User joemccann = Auth(  0.00007 ) + Hub(  0.00334 ) 
User arilamstein = Auth(  0.00074 ) + Hub(  0.00000 ) 
User spytheman = Auth(  0.00007 ) + Hub(  0.00365 ) 
User geoffrey = Auth(  0.00007 ) + Hub(  0.00412 ) 
User fourthversion = Auth(  0.00007 ) + Hub(  0.00059 ) 
User abscondment = Auth(  0.00050 ) + Hub(  0.00000 ) 
User kohana = Auth(  0.00007 ) + Hub(  0.00000 ) 
User sck = Auth(  0.00007 ) + Hub(  0.00238 ) 
User evanroth = Auth(  0.00047 ) + Hub(  0.00000 ) 
User daiwhea = Auth(  0.00007 ) + Hub(  0.00046 ) 
User sco = Auth(  0.00128 ) + Hub(  0.03646 ) 
User vanto = Auth(  0.00007 ) + Hub(  0.00001 ) 
User newobj = Auth(  0.00007 ) + Hub(  0.00365 ) 
User sogrady = Auth(  0.00007 ) + Hub(  0.00942 ) 
User opeckojo = Auth(  0.00007 ) + Hub(  0.00006 ) 
User scudco = Auth(  0.00059 ) + Hub(  0.00013 ) 
User abukhait = Auth(  0.00007 ) + Hub(  0.01128 ) 
User pixelclear = Auth(  0.00007 ) + Hub(  0.00076 ) 
User aguynamedben = Auth(  0.00015 ) + Hub(  0.00473 ) 
User cheezy = Auth(  0.00009 ) + Hub(  0.00000 ) 
User bonachela = Auth(  0.00007 ) + Hub(  0.04228 ) 
User Chodex = Auth(  0.00007 ) + Hub(  0.00715 ) 
User heisters = Auth(  0.00007 ) + Hub(  0.00000 ) 
User twoism = Auth(  0.00398 ) + Hub(  0.00486 ) 
User bobhaigler = Auth(  0.00007 ) + Hub(  0.00001 ) 
User robertdimarco = Auth(  0.00007 ) + Hub(  0.00715 ) 
User beejaysea = Auth(  0.00007 ) + Hub(  0.00089 ) 
User rubygems = Auth(  0.00152 ) + Hub(  0.00000 ) 
User djones = Auth(  0.00007 ) + Hub(  0.00051 ) 
User lordxist = Auth(  0.00007 ) + Hub(  0.00009 ) 
User brennandunn = Auth(  0.00051 ) + Hub(  0.00346 ) 
User stringbot = Auth(  0.00007 ) + Hub(  0.00005 ) 
User satynos = Auth(  0.00007 ) + Hub(  0.02500 ) 
User ram7os = Auth(  0.00007 ) + Hub(  0.00131 ) 
User sankho = Auth(  0.00007 ) + Hub(  0.00030 ) 
User tonemcd = Auth(  0.00007 ) + Hub(  0.00014 ) 
User dhia = Auth(  0.00007 ) + Hub(  0.00012 ) 
User mejarc = Auth(  0.00007 ) + Hub(  0.00011 ) 
User rkabir = Auth(  0.00008 ) + Hub(  0.00004 ) 
User ajhit406 = Auth(  0.00007 ) + Hub(  0.01128 ) 
User rberger = Auth(  0.00062 ) + Hub(  0.01334 ) 
User tyler = Auth(  0.00957 ) + Hub(  0.00928 ) 
User cantremember = Auth(  0.00007 ) + Hub(  0.00001 ) 
User codahale = Auth(  0.00708 ) + Hub(  0.00007 ) 
User mikedamage = Auth(  0.00007 ) + Hub(  0.01738 ) 
User shanethacker = Auth(  0.00007 ) + Hub(  0.00374 ) 
User scrufus = Auth(  0.00007 ) + Hub(  0.00697 ) 
User jedsmith = Auth(  0.00007 ) + Hub(  0.00011 ) 
User innozon = Auth(  0.00007 ) + Hub(  0.00214 ) 
User gliptak = Auth(  0.00007 ) + Hub(  0.00365 ) 
User britg = Auth(  0.00007 ) + Hub(  0.00305 ) 
User dataich = Auth(  0.00007 ) + Hub(  0.00001 ) 
User deepak = Auth(  0.00021 ) + Hub(  0.06128 ) 
User amejat = Auth(  0.00007 ) + Hub(  0.00002 ) 
User Pinkpanther5748 = Auth(  0.00007 ) + Hub(  0.00001 ) 
User balshor = Auth(  0.00008 ) + Hub(  0.00001 ) 
User brito = Auth(  0.00025 ) + Hub(  0.00009 ) 
User seeyu = Auth(  0.00007 ) + Hub(  0.00238 ) 
User britt = Auth(  0.00194 ) + Hub(  0.00095 ) 
User ryland = Auth(  0.00007 ) + Hub(  0.00739 ) 
User funtoo = Auth(  0.00007 ) + Hub(  0.00000 ) 
User igmarin = Auth(  0.00007 ) + Hub(  0.00445 ) 
User dreynolds = Auth(  0.00007 ) + Hub(  0.00507 ) 
User bummytime = Auth(  0.00007 ) + Hub(  0.02791 ) 
User eelias = Auth(  0.00121 ) + Hub(  0.00000 ) 
User utkarsh2012 = Auth(  0.00007 ) + Hub(  0.00025 ) 
User pcora = Auth(  0.00007 ) + Hub(  0.02156 ) 
User dilshod = Auth(  0.00007 ) + Hub(  0.00365 ) 
User willian = Auth(  0.00007 ) + Hub(  0.00549 ) 
User hagope = Auth(  0.00007 ) + Hub(  0.00415 ) 
User ches = Auth(  0.00007 ) + Hub(  0.01317 ) 
User fwierzbicki = Auth(  0.00048 ) + Hub(  0.00003 ) 
User cashyboy21 = Auth(  0.00007 ) + Hub(  0.01317 ) 
User jnjosh = Auth(  0.00007 ) + Hub(  0.00001 ) 
User raecoo = Auth(  0.00007 ) + Hub(  0.01474 ) 
User jweslley = Auth(  0.00007 ) + Hub(  0.00567 ) 
User tickleux = Auth(  0.00007 ) + Hub(  0.00030 ) 
